,train_loss,val_loss,train_score,train_acc,val_score,val_acc
0,3.022309951079908,3.0229451509622427,0.10691040216641891,0.25868561710398447,0.10671165826228948,0.2762390670553936
1,2.2938531350719837,2.446356874245864,0.16165333444815735,0.3931608357628766,0.09411401135417131,0.3464528668610301
2,2.052851468555687,1.9678989190321703,0.19011652160638062,0.44982993197278914,0.1929183840751648,0.4655004859086492
3,1.900331623332445,2.1201758971581093,0.20611690797720306,0.4842687074829932,0.14757784080619996,0.4295432458697765
4,1.7752305671226147,1.75172789647029,0.21715665663513103,0.513301749271137,0.20251389501186517,0.5136054421768708
5,1.6891238116478735,1.7597148931943454,0.22939377509115277,0.5380830903790087,0.21781402780459477,0.5383867832847424
6,1.628193946309792,1.7674060289676372,0.23581627952729084,0.5523566569484937,0.2119726837827609,0.5204081632653061
7,1.2665894022283628,1.1860163441071143,0.2848324839227883,0.652818270165209,0.297921818953294,0.6669096209912536
8,1.131568623374599,1.1531965338266812,0.3022001802112705,0.687742954324587,0.29576083834354694,0.67444120505345
9,1.079056408747222,1.1389225739699143,0.3047315413637679,0.702259475218659,0.29575435461906285,0.6766277939747327
10,1.0275327625662782,1.1234441307874827,0.3115331724055054,0.714589407191448,0.2972319542215421,0.6810009718172984
11,1.0023200368696406,1.1095879637278043,0.3174395683084347,0.7253401360544217,0.3067897244141652,0.685617103984451
12,0.9747472407743912,1.0963139909964341,0.31748627443877303,0.7272837706511176,0.303527932957961,0.6909620991253644
13,0.946395431378091,1.1053559312453636,0.32065505938705546,0.7394314868804664,0.30593292552691237,0.6897473275024295
14,0.9239233357961788,1.0897436064023238,0.32766838404963644,0.7470238095238095,0.30343807093225994,0.6933916423712342
