,train_loss,val_loss,train_score,train_acc,val_score,val_acc
0,2.1525514301403548,0.7519289493560791,0.24045340838127358,0.5503875968992248,0.35667411163449286,0.8032211542129517
1,1.3696630805037742,0.7590810243900006,0.2879873817974283,0.6588541666666666,0.3516226486517833,0.8055769232603219
2,1.5458151321540508,2.2419861041582547,0.2657882293411928,0.6113735465116279,0.11483974456787109,0.4004326925827907
3,1.799018752667331,0.8248297640910516,0.23071249022848847,0.5422722868217055,0.3411193120938081,0.7803846157514132
4,1.4459990165954413,0.7340050128790049,0.26556530386902566,0.6197311046511628,0.34387763234285207,0.7886538459704473
5,1.3299133146918096,0.6966795792946449,0.2827094968899276,0.6494670542635659,0.3545863864513544,0.8069711538461538
6,1.2722175121307373,0.6672423229767726,0.28509011443040166,0.6641836240310077,0.3521794883104471,0.8065865388283363
7,1.1995075005431508,0.6083113312721252,0.2991631407608358,0.6822311046511628,0.35506753829809334,0.8259134613550626
8,1.1659781842730765,0.5959316120697902,0.30226151246664135,0.6914970930232558,0.3586443074620687,0.8299519236271198
9,1.138891430788262,0.6167567679515251,0.30259306480487186,0.6940406976744186,0.3570064525191601,0.8216346153846154
